tutorial,id,name,school,gender,cgpa,team
,,Sonia Kapoor,SBS,Female,4.19,99
,,Panshi,CoB (NBS),Male,4.3,100
,,Amina Tariq,SSS,Female,4.0,100
,,Jaxon White,CoB (NBS),Male,4.03,100
,,Nadia Binti Rahman,CCEB,Female,4.04,100
,,Jasmine Zhao,MAE,Female,4.19,100
,,Dongmei,ADM,Male,4.3,101
,,Harrison Mendoza,SoH,Male,3.9,101
,,Matthew Lee,SBS,Male,4.08,101
,,Charlotte Chang,CoE,Female,4.04,101
,,Liang Chen,CCDS,Female,4.19,101
,,Hao Chen Lee,NIE,Male,4.3,102
,,Zoe Lin,SoH,Female,4.0,102
,,Whitney Alvarado,CCDS,Female,4.18,102
,,Nia Tsai,CCEB,Female,4.04,102
,,Alyssa Parker,CCDS,Female,4.19,102
,,Shahid Malik,CoB (NBS),Male,3.9,103
,,Tian Wang,CoB (NBS),Male,4.3,103
,,Zhou Rui,CoB (NBS),Male,4.03,103
,,Kiara Chen,SBS,Female,4.04,103
,,Elena Chang,SBS,Female,4.19,103
,,Wahyu Prabowo,EEE,Male,3.95,104
,,Derek Tan,NIE,Male,4.3,104
,,Jesse Bennett,SSS,Male,4.03,104
,,Cathy Liu,EEE,Female,4.04,104
,,Hui Liu,CCDS,Female,4.19,104
,,Su Ling,SSS,Female,4.0,105
,,Patricia Wong,CCEB,Female,4.18,105
,,Matthew Wu,LKCMedicine,Male,4.3,105
,,Tanya Nair,CCEB,Female,4.04,105
,,Nurul binti Zainal,SBS,Female,4.19,105
,,Kieran Kim,NIE,Male,3.9,106
,,Winston Villanueva,SSS,Male,4.03,106
,,David Simmons,ADM,Male,4.3,106
,,Miranda Wu,MAE,Female,4.04,106
,,Gloria Sanders,EEE,Female,4.19,106
,,Alyssa Garcia,CoB (NBS),Female,4.0,107
,,Yuna Tanaka,MAE,Female,4.18,107
,,Syed Faris Bin Ali,ADM,Male,4.3,107
,,Asad Bukhari,CCDS,Female,4.04,107
,,Ananya Joshi,EEE,Female,4.19,107
,,Yani Rahmadani,SSS,Female,4.0,108
,,Demi Zhao,CCDS,Female,4.18,108
,,Seng Hua Lim,SoH,Male,4.3,108
,,Yoshinori Yamashita,ADM,Male,3.89,108
,,Rida Noor,CCEB,Female,4.19,108
,,Stephen Evans,SPMS,Male,3.95,109
,,Andrew Cheung,NIE,Male,4.03,109
,,James Thompson,CoB (NBS),Male,4.3,109
,,Luna Rivera,SBS,Female,4.19,109
,,Maya Iyer,MAE,Female,4.04,109
,,Ranya Lim,SoH,Female,4.0,110
,,Omer Shah,EEE,Male,4.08,110
,,Ethan Johnson,WKW SCI,Male,4.3,110
,,Xena Santos,MAE,Female,4.19,110
,,Mohammed Patel,EEE,Male,3.94,110
,,Katrina Tan,CCEB,Female,4.05,111
,,Thuy Le,CEE,Female,4.18,111
,,Sara Martin,EEE,Female,4.19,111
,,Yara Ong,EEE,Female,4.04,111
,,Jin-Ho Park,NIE,Male,4.3,111
,,Shanice Tan,MSE,Female,4.05,112
,,Evelyn Adams,SPMS,Female,4.18,112
,,Tomoko Sato,SPMS,Female,4.19,112
,,Zoya Tsai,CCDS,Female,4.04,112
,,Ailin,SoH,Male,4.3,112
,,Hani Suharni,CoE,Female,4.05,113
,,Aaliyah Santos,EEE,Female,4.18,113
,,Angela Zhou,CCDS,Female,4.19,113
,,Anish Bhatia,EEE,Male,4.35,113
,,Mason Hughes,CoB (NBS),Male,3.89,113
,,Dylan Li,CoE,Male,3.95,114
,,Ningyi,EEE,Male,4.33,114
,,Jack Murphy,CoB (NBS),Male,4.03,114
,,Grace Tan,EEE,Female,4.19,114
,,Avery Li,EEE,Female,4.04,114
,,Willow Li,CCDS,Female,4.05,115
,,Silas Yang,NIE,Male,4.03,115
,,Ferdinand Villanueva,SSS,Male,4.27,115
,,Rameez Khan,CCDS,Female,4.19,115
,,Ayla Wong,CoE,Female,4.04,115
,,Suman Verma,EEE,Female,4.05,116
,,James Zhao,LKCMedicine,Male,4.27,116
,,Vera Kuznetsova,LKCMedicine,Female,4.13,116
,,Vera Chen,CCEB,Female,4.19,116
,,Kira Tanaka,CCDS,Female,4.04,116
,,Quinn Lim,CCDS,Male,3.95,117
,,Alexander Hill,CoE,Male,4.08,117
,,Isaac Robinson,CoB (NBS),Male,4.27,117
,,Gina Alvarado,CCEB,Female,4.19,117
,,Jessica Chen,MAE,Female,4.04,117
,,Fern Ng,MSE,Female,4.05,118
,,Nirmala Iyer,CCEB,Female,4.18,118
,,Samuel Nelson,WKW SCI,Male,4.27,118
,,Bella Evans,CCEB,Female,4.19,118
,,Huang Xin,EEE,Male,3.94,118
,,Luna Flores,SPMS,Female,4.05,119
,,Sergio Moreno,SSS,Male,4.03,119
,,Rina Sato,MSE,Female,4.19,119
,,Parker Li,SoH,Male,4.27,119
,,Zainal Abidin,CCDS,Male,3.94,119
,,Dev Sharma,ASE,Male,4.26,120
,,Derrick Lim,SoH,Male,3.9,120
,,Alisha Iyer,CoB (NBS),Female,4.13,120
,,Willa Howard,CCDS,Female,4.19,120
,,Rohan Nair,SPMS,Male,3.94,120
,,Wani Binti Azhar,EEE,Female,4.05,121
,,Guang Li,LKCMedicine,Male,4.26,121
,,Kimberly Lim,CoE,Female,4.18,121
,,Valeria Ivanova,CoE,Female,4.19,121
,,Oliver Chen,SSS,Male,3.89,121
,,Anya Kumar,EEE,Female,4.03,122
,,Ravi Chandran,CCEB,Male,3.95,122
,,Randy Lim,SoH,Male,4.26,122
,,Shahid Raza,SoH,Male,4.03,122
,,Anika Mehta,CCDS,Female,4.19,122
,,Natalie Chen,CoE,Female,4.05,123
,,Jacob Wang,SoH,Male,4.26,123
,,Tobias Tan,CoB (NBS),Male,4.03,123
,,Holly Morales,EEE,Female,4.19,123
,,Quade Cruz,SSS,Male,3.89,123
,,Sakina Ahmed,CCDS,Female,4.03,124
,,Laila Shah,SSS,Female,4.0,124
,,Kieran Wu,CCDS,Male,4.08,124
,,Siddharth Patel,CoB (NBS),Male,4.26,124
,,Ling Yu,CEE,Female,4.19,124
,,Zachary Wu,CoE,Male,3.93,125
,,Alice Wang,MAE,Female,4.05,125
,,Kamran Ahmed,CoB (NBS),Male,4.03,125
,,Hugo Long,CoB (NBS),Male,4.26,125
,,Lily Roberts,MSE,Female,4.19,125
,,Mia Wong,EEE,Female,4.03,126
,,Peilin,CEE,Female,4.05,126
,,Addison Ward,CCEB,Female,4.18,126
,,Oliver Cheng,SoH,Male,4.26,126
,,Zainab Bukhari,CCDS,Female,4.19,126
,,Ying Liu,SPMS,Female,4.03,127
,,Shahrir Bin Rahman,WKW SCI,Male,3.9,127
,,Cheng Yuan,WKW SCI,Male,4.03,127
,,Simran Kaur,SPMS,Female,4.19,127
,,Kien Tran,CoB (NBS),Male,4.26,127
,,Alani Lin,MAE,Female,4.03,128
,,Siti Aisya Binti Ibrahim,SoH,Female,4.0,128
,,Omer Javed,SoH,Male,4.03,128
,,Prisha Tan,CCDS,Female,4.19,128
,,Harvey Wu,CoB (NBS),Male,4.26,128
,,Kate Tan,CoE,Female,4.03,129
,,Camila Allen,ADM,Female,4.0,129
,,Aashir Khan,MSE,Male,4.08,129
,,Juliet Chen,SPMS,Female,4.19,129
,,Wyatt Thompson,NIE,Male,4.26,129
,,Layla Cooper,MSE,Female,4.03,130
,,Thomas Harris,CCDS,Male,3.95,130
,,Edward Li,NIE,Male,4.03,130
,,Maya Shankar,CCEB,Female,4.19,130
,,Sandeep Reddy,SoH,Male,4.26,130
,,Liu Fang,SPMS,Female,4.03,131
,,Minghao,CoB (NBS),Female,4.0,131
,,Moe Yamashita,EEE,Female,4.19,131
,,Graham Yang,ADM,Male,4.03,131
,,Kartik Nair,SoH,Male,4.26,131
,,Simran Singh,SBS,Female,4.03,132
,,Kathy Tan,CCEB,Female,4.05,132
,,Mika Sato,EEE,Female,4.19,132
,,Asher Bell,ADM,Male,4.03,132
,,Hugo Yang,SoH,Male,4.26,132
,,Hao Yang Tan,MSE,Male,4.3,133
,,Gandhi Saputra,CCEB,Male,3.95,133
,,Ria Patel,EEE,Female,4.19,133
,,Matthew Morgan,SPMS,Male,4.08,133
,,Chong Wang,CoB (NBS),Male,4.25,134
,,Eli Tan,ASE,Male,3.88,134
,,Zainab Noor,SoH,Female,4.0,134
,,Rhea Sharma,CCDS,Female,4.19,134
,,Nash Clark,CEE,Male,4.08,134
,,Xiao Wei Tan,CEE,Male,3.95,135
,,Chloe Wu,MAE,Female,4.03,135
,,Imran Bin Zahid,CCDS,Male,4.3,135
,,Hui Chen,CCEB,Female,4.19,135
,,Samuel Wang,CoB (NBS),Male,4.03,135
,,Pranata Santoso,MSE,Male,3.95,136
,,Randy Lim,SSS,Male,3.88,136
,,Peiyu,CEE,Male,4.3,136
,,Ivy Tan,MSE,Female,4.19,136
,,Xing Ying,EEE,Female,4.18,136
,,Kexin,LKCMedicine,Female,4.0,137
,,Isha Verma,SBS,Female,4.03,137
,,Min Zhang,EEE,Male,4.3,137
,,Cathy Li,SPMS,Female,4.19,137
,,Megan Tsai,MSE,Female,4.18,137
,,Aiden Brown,WKW SCI,Male,3.9,138
,,Jia Li,SBS,Female,4.03,138
,,Jasper Wang,EEE,Male,4.3,138
,,Mia Thomas,CCDS,Female,4.19,138
,,Sophie Zhao,MAE,Female,4.18,138
,,Kaya Chang,SBS,Female,4.05,139
,,Pooja Nair,MAE,Female,4.03,139
,,Asher Hill,MSE,Male,4.3,139
,,Rina Devi,SBS,Female,4.19,139
,,Hunter Moore,ASE,Male,4.03,139
,,Aarti Nair,EEE,Female,4.05,140
,,Ashok Nair,CoE,Male,4.3,140
,,Ananya Jain,CCDS,Female,4.19,140
,,Ethan Wilson,SPMS,Male,4.08,140
,,Ihsan Rahma,MAE,Male,4.3,141
,,Lina Binti Ali,SBS,Female,4.19,141
,,Freddie Chan,SBS,Male,4.08,141
,,Savannah Wood,SBS,Female,4.06,141
,,Rohan Kumar,CoE,Male,4.3,142
,,Gisela Tan,EEE,Female,4.19,142
,,Rani Kaur,SBS,Female,4.18,142
,,Maya Wood,CCEB,Female,4.06,142
,,Emma Black,CCEB,Female,4.03,143
,,Fatima Yusof,MAE,Female,4.19,143
,,Zheng Yu Lim,MAE,Male,4.3,143
,,Rohit Sharma,CoB (NBS),Male,4.03,143
,,Rida Iqbal,CCEB,Female,4.06,143
,,Nina Desai,SBS,Female,4.19,144
,,Desmond Tan,CCDS,Male,4.3,144
,,Adeel Ahmed,CEE,Male,4.08,144
,,Riya Kapoor,MSE,Female,4.06,144
,,Kathy Yip,CCDS,Female,4.19,145
,,Aarav Yadav,CoE,Male,4.3,145
,,Ke Wang,CoE,Male,4.08,145
,,Maya Huang,CCEB,Female,4.06,145
,,Mizuki Yamashita,CCDS,Female,4.03,146
,,Skye Huang,SBS,Female,4.19,146
,,Dingqi,EEE,Male,4.3,146
,,Tian Li,ADM,Male,4.03,146
,,Neha Verma,MAE,Female,4.06,146
,,Nadia Binti,SBS,Female,4.03,147
,,Sophie Garcia,EEE,Female,4.19,147
,,Zhi Hao Lim,CCEB,Male,4.3,147
,,Lily Rivera,SSS,Female,4.13,147
,,Jingyi Li,MSE,Female,4.06,147
,,Riley Baker,EEE,Female,4.03,148
,,Riya Bhatia,EEE,Female,4.19,148
,,Elijah Turner,CoB (NBS),Male,4.25,148
,,Zeenat Malik,CoE,Female,4.18,148
,,Hannah Li,EEE,Female,4.06,148
,,Sukanya Das,CCDS,Female,4.03,149
,,Linh Vu,EEE,Female,4.19,149
,,Rizal Ramadhan,SoH,Male,4.25,149
,,Arif Waseem,CCDS,Male,4.08,149
,,Dahlia Freeman,MSE,Female,4.06,149
,,Autumn Chen,SBS,Female,4.19,150
,,Li Xuan Tan,MAE,Male,4.3,150
,,Zayn Malik,CEE,Male,4.08,150
,,Lillian Rivera,CCDS,Female,4.06,150
,,Zara Binti,MAE,Female,4.03,151
,,Aminah Safwan,CCDS,Female,4.19,151
,,Wendy Wong,CCDS,Female,4.18,151
,,Tobias Wu,SoH,Male,4.25,151
,,Tanisha Nair,CCEB,Female,4.06,151
,,Ella Chen,SBS,Female,4.19,152
,,Emilia Tan,MAE,Female,4.18,152
,,Shahid Bin Ahmad,CCEB,Male,4.3,152
,,Neelima Das,MAE,Female,4.06,152
,,Li Chan,MSE,Female,4.19,153
,,Vinny Rivera,MAE,Male,4.08,153
,,Kunal Bhatia,MAE,Male,4.3,153
,,Ruth Tan,MAE,Female,4.06,153
,,Kabir Singh,CCDS,Female,4.19,154
,,Jessica Wright,CCDS,Female,4.18,154
,,Kiran Patil,CCDS,Female,4.06,154
,,Landon Reed,CoE,Male,4.3,154
,,Wendy Chia,EEE,Female,4.19,155
,,Axel Liu,CoE,Male,4.08,155
,,Xiang Yu,SBS,Female,4.06,155
,,Indra Prasetyo,CCDS,Male,4.3,155
,,Tara Lim,EEE,Female,4.19,156
,,Derek Wong,CCDS,Male,4.08,156
,,Cindy Chang,EEE,Female,4.06,156
,,Yifan Zhao,MAE,Male,4.3,156
,,Lily Lim,CEE,Female,4.19,157
,,Mackenzie Russell,MAE,Female,4.03,157
,,Jackson Carter,MAE,Male,4.08,157
,,Naomi Cheung,CCEB,Female,4.06,157
,,Chau Tran,NIE,Male,4.25,157
,,Elisha Wu,NIE,Male,4.23,158
,,Willow Wong,EEE,Female,4.19,158
,,Iris Lim,MSE,Female,4.03,158
,,James Turner,EEE,Male,4.08,158
,,Leila Dela Cruz,CCEB,Female,4.06,158
,,Seema Kapoor,MAE,Female,4.19,159
,,Mira Khan,CCEB,Female,4.03,159
,,Nina Zhang,MAE,Female,4.18,159
,,Jacob Lin,CEE,Female,4.06,159
,,Alexander Adams,CoB (NBS),Male,4.23,159
,,Alya Binti Zainal,SPMS,Female,4.03,160
,,Rajesh Sharma,MAE,Male,4.08,160
,,Demi Lee,EEE,Female,4.06,160
,,Adeel Hussain,SoH,Male,4.23,160
,,Victor Santos,CCDS,Male,4.1,160
,,Tommy Wu,SSS,Male,4.22,161
,,Charlotte Walker,MAE,Female,4.03,161
,,Jayden Turner,EEE,Male,4.08,161
,,Chandni Sethi,CoE,Female,4.06,161
,,Derek Chen,EEE,Male,4.1,161
,,Seth Lim,CoB (NBS),Male,4.22,162
,,Nguyen Thi Thao,MAE,Female,4.03,162
,,Milo Cruz,CoB (NBS),Male,4.03,162
,,Sushma Rao,MAE,Female,4.06,162
,,Alexander Green,EEE,Male,4.1,162
,,Wang Ming,CoB (NBS),Male,4.22,163
,,Kavita Desai,EEE,Female,4.03,163
,,Lola Wu,CCEB,Female,4.06,163
,,Cameron Yang,CEE,Male,4.08,163
,,Rizky Hidayat,CCEB,Male,4.1,163
,,Maira Malik,CCEB,Female,4.03,164
,,Kamran Shah,SoH,Male,4.22,164
,,Nguyen Thi An,SPMS,Female,4.06,164
,,Elijah Huang,CoB (NBS),Male,4.03,164
,,Hao Jun Lim,CCEB,Male,4.1,164
,,Cassandra Wu,EEE,Female,4.03,165
,,Siddharth Iyer,CoB (NBS),Male,4.22,165
,,Sulekha Yadav,MAE,Female,4.06,165
,,Pauline Fung,CCEB,Female,4.18,165
,,Carter Young,EEE,Male,4.1,165
,,Truong Thi Hai,EEE,Female,4.03,166
,,Liam Reddy,CoB (NBS),Male,4.22,166
,,Ophelia Harris,EEE,Female,4.06,166
,,Ranjit Singh,CoB (NBS),Male,4.03,166
,,Xing Wei,CEE,Male,4.1,166
,,Riku Tanaka,CCEB,Female,4.03,167
,,Uriah Ramos,SSS,Male,4.22,167
,,Daisy Brown,CCEB,Female,4.06,167
,,Lina Chen,EEE,Female,4.18,167
,,Vince Mendoza,SBS,Male,4.1,167
,,Samantha Cooper,CCDS,Female,4.03,168
,,Andrew Yang,CoB (NBS),Male,4.22,168
,,Alexis Parker,SPMS,Female,4.06,168
,,Elijah Murphy,CoB (NBS),Male,4.03,168
,,Isaac Lee,EEE,Male,4.1,168
,,Isabella Wilson,CCEB,Female,4.03,169
,,Ryan Bennett,WKW SCI,Male,4.22,169
,,Zara Latif,CCDS,Female,4.06,169
,,Quang Tran,CCDS,Male,4.08,169
,,Gaurav Nair,CoE,Male,4.1,169
,,Neelam Patel,MSE,Female,4.03,170
,,Derek Chen,SoH,Male,4.22,170
,,Lana Wong,CCDS,Female,4.06,170
,,Wilfredo Salazar,CoB (NBS),Male,4.03,170
,,Usman Ali,EEE,Male,4.1,170
,,Soniya Malik,SPMS,Female,4.03,171
,,Liang Zhao,NIE,Male,4.22,171
,,Duy Pham,CoE,Female,4.06,171
,,Nishant Kapoor,SoH,Male,4.03,171
,,Alex Chan,EEE,Male,4.1,171
,,Ami Mori,SBS,Female,4.03,172
,,Elena Chen,MAE,Female,4.06,172
,,Logan Scott,CoB (NBS),Male,4.22,172
,,Ethan Wong,MAE,Male,4.08,172
,,Lucas Mitchell,SPMS,Male,4.1,172
,,Soo-Min Park,SBS,Female,4.03,173
,,Zainab Rashid,CCDS,Female,4.06,173
,,Kael Huang,ADM,Male,4.22,173
,,Sophia Scott,CCDS,Female,4.18,173
,,Nash Reddy,EEE,Male,4.1,173
,,Sneha Joshi,EEE,Female,4.03,174
,,Zara Abbas,CCDS,Female,4.06,174
,,Omer Qureshi,NIE,Male,4.22,174
,,Nandini Rao,CCEB,Female,4.18,174
,,Ahmad Zaki Bin Rahman,EEE,Male,4.1,174
,,Addison Chen,CEE,Female,4.03,175
,,Stella Lim,MAE,Female,4.06,175
,,Quincy Li,CoB (NBS),Male,4.22,175
,,Hunter Yang,EEE,Male,4.08,175
,,Yi Ming Lim,EEE,Male,4.1,175
,,Tina Tan,EEE,Female,4.03,176
,,Ling Xu,CEE,Female,4.06,176
,,Elvin Wong,SoH,Male,4.22,176
,,Nora Parker,SPMS,Female,4.18,176
,,Alvin Yeo,EEE,Male,4.1,176
,,Xiu Li,CCEB,Female,4.03,177
,,Fatima Binti Rahim,EEE,Female,4.06,177
,,Tao Ming,CoB (NBS),Male,4.22,177
,,Sanya Malik,CCDS,Female,4.18,177
,,Rongwei,CCDS,Male,4.1,177
,,Yoshiko Mori,CCEB,Female,4.03,178
,,Melody Tan,CCEB,Female,4.06,178
,,Owen Hall,WKW SCI,Male,4.22,178
,,Yong Zhang,CoB (NBS),Male,4.03,178
,,Christopher Li,MSE,Male,4.1,178
,,Harper Wright,EEE,Female,4.03,179
,,Yu Zhang,CCDS,Female,4.06,179
,,Min-Seok Lee,SoH,Male,4.22,179
,,Zoe Parker,EEE,Female,4.18,179
,,Mikhail Petrov,CEE,Male,4.1,179
,,Pooja Sinha,SBS,Female,4.06,180
,,Rania Hussain,CCEB,Female,4.03,180
,,Finn James,CCDS,Male,4.08,180
,,Wayne Tan,NIE,Male,4.22,180
,,Kiran Bhatia,EEE,Male,4.1,180
,,Shirley Tan,MAE,Female,4.06,181
,,Yvonne Tan,MAE,Female,4.03,181
,,Jasmine Bhat,CCEB,Female,4.18,181
,,Uriah Pineda,CoB (NBS),Male,4.22,181
,,Elijah Harris,CCEB,Male,4.1,181
,,Shanaya Tan,EEE,Female,4.06,182
,,Anya Chen,CCDS,Female,4.03,182
,,Caleb Liu,CEE,Male,4.08,182
,,Andrew Lewis,CEE,Male,4.1,182
,,Bilal Hussain,LKCMedicine,Male,4.22,182
,,Siti Amani,CCEB,Female,4.06,183
,,Siti Wong,SPMS,Female,4.03,183
,,Max Lim,CCDS,Male,4.1,183
,,William Young,SPMS,Male,4.08,183
,,Nhat Nguyen,NIE,Male,4.22,183
,,Meenakshi Iyer,MSE,Female,4.06,184
,,Nai Li,CCDS,Male,3.93,184
,,Hoang Van Loc,EEE,Male,4.1,184
,,Rida Shah,EEE,Female,4.18,184
,,Hassan Ibrahim,SoH,Male,4.22,184
,,Yara Ross,EEE,Female,4.06,185
,,Akira Fujimoto,CCEB,Female,4.03,185
,,Guangzhen,CCEB,Male,4.1,185
,,Calla Chen,SBS,Female,4.18,185
,,Jae-Won Oh,LKCMedicine,Male,4.22,185
,,Ashlyn Wang,CCEB,Female,4.06,186
,,Luna Liu,MAE,Female,4.03,186
,,Aiman Bin Azman,CCEB,Male,4.1,186
,,Jaxon Lee,SBS,Male,4.08,186
,,Philip Harris,WKW SCI,Male,4.22,186
,,Pamela Reyes,CCDS,Female,4.06,187
,,Pooja Iyer,SBS,Female,4.03,187
,,Ryan Lin,EEE,Male,4.1,187
,,Shahrir Bin Rahman,NIE,Male,4.03,187
,,Yong Wei,CoB (NBS),Male,4.22,187
,,Zoe Brown,MAE,Female,4.06,188
,,Kira Yang,MSE,Female,4.03,188
,,Leo Kelly,EEE,Male,4.1,188
,,Jett Yang,MAE,Male,4.08,188
,,Parker Martin,SoH,Male,4.22,188
,,Rosa Tan,CCDS,Female,4.06,189
,,Ronald Tan,CCDS,Male,3.93,189
,,Sandi Prasetyo,CCDS,Male,4.1,189
,,Adalyn Tan,SBS,Female,4.18,189
,,Nico Lim,NIE,Male,4.22,189
,,Abigail Lewis,CCEB,Female,4.06,190
,,Riya Gupta,SBS,Female,4.03,190
,,Hiroki Tanaka,EEE,Male,4.1,190
,,Isabella Walker,CEE,Female,4.18,190
,,Freddy Wong,CoB (NBS),Male,4.22,190
,,Sho Nakajima,MAE,Male,4.27,191
,,Olga Reyes,MSE,Female,4.06,191
,,Sultan Bin Rahman,CCDS,Male,4.1,191
,,Josh Tan,MSE,Male,4.08,191
,,Claire Bennett,SBS,Female,4.06,192
,,Silas Kim,CoE,Male,4.27,192
,,Zoe Sanchez,MAE,Female,4.03,192
,,Pablo Reyes,MSE,Male,4.1,192
,,Jun Huang,SoH,Male,4.03,192
,,Tatum Roberts,CCDS,Female,4.06,193
,,Minh Dao,SPMS,Male,4.27,193
,,Colton Huang,LKCMedicine,Male,3.88,193
,,Dylan Ong,CoE,Male,4.1,193
,,Patricia Lee,CCEB,Female,4.18,193
,,Maya Rahman,CCEB,Female,4.06,194
,,Elijah Lewis,CCDS,Male,4.27,194
,,Zhou Chen,EEE,Male,4.1,194
,,Haruto Fujimoto,EEE,Male,4.08,194
,,Lila Wu,MAE,Female,4.06,195
,,Arnav Mehta,NIE,Male,3.88,195
,,Simon Tan,CCDS,Male,4.1,195
,,Aarav Yadav,SPMS,Male,4.27,195
,,Valentina Zhao,CCEB,Female,4.18,195
,,Anita Lim,CCDS,Female,4.06,196
,,Frankie Yip,NIE,Male,3.88,196
,,Jameson Cruz,CCDS,Male,4.1,196
,,Siddharth Iyer,CoE,Male,4.27,196
,,Sofia Chen,CCDS,Female,4.18,196
,,Megan Walker,CEE,Female,4.06,197
,,Owen Tan,CoB (NBS),Male,3.88,197
,,Hieu Nguyen,EEE,Male,4.1,197
,,Fiona Tan,CCDS,Female,4.18,197
,,Benjamin Zhang,CCDS,Male,4.27,197
,,Kiara Lin,CCDS,Female,4.06,198
,,Madison Gray,EEE,Female,4.03,198
,,Bradley Wong,MAE,Male,4.1,198
,,Elliot Lim,NIE,Male,4.03,198
,,Asher Wang,CCDS,Male,4.27,198
,,Max Johnson,SoH,Male,4.21,199
,,Ritika Bansal,CCDS,Female,4.03,199
,,Zhang Li,CoE,Male,4.1,199
,,Faye Ng,EEE,Female,4.18,199
,,Hana Wong,CoB (NBS),Female,4.01,199
,,Amit Sharma,NIE,Male,4.21,200
,,Cecilia Chen,CCDS,Female,4.03,200
,,Jing Xuan,EEE,Female,4.03,200
,,Jamal Bin Rahman,EEE,Male,4.1,200
,,Zhong Li,ASE,Male,4.03,200
,,Seth Li,CEE,Male,4.26,201
,,Anthony Parker,MSE,Male,4.1,201
,,Anjali Bansal,CCEB,Female,4.18,201
,,Ella Ramirez,CoB (NBS),Female,4.01,201
,,Liang Bo,LKCMedicine,Male,3.91,201
,,John Walker,MAE,Male,4.26,202
,,Mina Qiu,CCDS,Female,4.03,202
,,James Wong,CCDS,Male,4.1,202
,,Quinlan Alonzo,SoH,Male,4.03,202
,,Kira Sato,CoB (NBS),Female,4.01,202
,,Harish Rao,SoH,Male,4.21,203
,,Priti Singh,CCEB,Female,4.03,203
,,Tanner Mendoza,MAE,Male,4.1,203
,,Bryan Villanueva,CCDS,Male,4.08,203
,,Samira Younis,SSS,Female,4.01,203
,,Xander Lawson,CCDS,Male,4.26,204
,,Leah Smith,MAE,Female,4.03,204
,,Parker Cruz,MAE,Male,4.1,204
,,Nicolas Xu,EEE,Male,4.08,204
,,Mei Li,CoB (NBS),Female,4.01,204
,,Kai Li,MAE,Male,4.26,205
,,Susan Tan,MAE,Female,4.03,205
,,Siddharth Rao,CCDS,Male,4.1,205
,,Parker Li,LKCMedicine,Male,3.91,205
,,Tania Noor,CCEB,Female,4.18,205
,,Bruno Alonzo,EEE,Male,4.26,206
,,Yuki Nakamura,SBS,Female,4.03,206
,,Ryan Lewis,EEE,Male,4.1,206
,,Farah Rahman,NIE,Female,4.01,206
,,Usman Malik,CEE,Male,4.08,206
,,Arvind Nair,CCDS,Male,4.26,207
,,Derek Yang,CCEB,Male,4.1,207
,,Emily Tan,CCDS,Female,4.03,207
,,Tina Lee,SSS,Female,4.01,207
,,Andrew Wong,ADM,Male,4.03,207
,,Logan Kim,SPMS,Male,4.26,208
,,Ming Zhen Lim,CEE,Male,4.1,208
,,Rita Lee,EEE,Female,4.03,208
,,Mika Kobayashi,CoB (NBS),Female,4.01,208
,,Kevin Chang,CoB (NBS),Male,4.03,208
,,Cory Tan,CCDS,Male,4.1,209
,,Leah Wang,MAE,Female,4.03,209
,,Manish Singh,EEE,Male,4.26,209
,,Ada Zhang,SoH,Female,4.01,209
,,Nicolas Brown,SPMS,Male,4.08,209
,,Benjamin Lee,CCDS,Male,4.1,210
,,Grace King,EEE,Female,4.03,210
,,Robert Davis,CoB (NBS),Male,4.21,210
,,Ron Tan,SSS,Male,3.91,210
,,Lily White,CCDS,Female,4.18,210
,,Amir Bin Jamal,EEE,Male,4.1,211
,,Ivy Lim,EEE,Female,4.03,211
,,Ryan Zhao,EEE,Male,4.26,211
,,Kylie Torres,SoH,Female,4.01,211
,,Logan Perry,EEE,Male,4.08,211
,,Rylan Cooper,SPMS,Male,4.1,212
,,Darren Lee,MSE,Male,3.93,212
,,Nasir Ali,WKW SCI,Male,4.21,212
,,Diana Malik,SSS,Female,4.01,212
,,Meera Iyer,CCEB,Female,4.18,212
,,Kanghao,CCDS,Male,4.1,213
,,Kendra Zhao,EEE,Female,4.03,213
,,Cameron Hall,NIE,Male,4.21,213
,,Sreya Rao,WKW SCI,Female,4.01,213
,,Adriel Tan,SoH,Male,4.03,213
,,Anthony Stewart,EEE,Male,4.1,214
,,Khadija Waseem,EEE,Female,4.03,214
,,Waleed Iqbal,CoB (NBS),Male,4.21,214
,,Natalie Rivera,CoB (NBS),Female,4.01,214
,,Saanvi Verma,CCDS,Female,4.18,214
,,Zain Bin Ali,CCDS,Male,4.1,215
,,Leah Liu,MAE,Female,4.03,215
,,Amira Noor,SSS,Female,4.01,215
,,Michael Walker,CCDS,Male,4.26,215
,,Olive Wong,CCDS,Female,4.18,215
,,Harvey Tan,EEE,Male,4.1,216
,,Maya Lim,EEE,Female,4.03,216
,,Ming Zhao,CoB (NBS),Female,4.01,216
,,Nguyen Van Phong,NIE,Male,4.21,216
,,Jay Patel,SoH,Male,4.03,216
,,Kai Ren Ng,EEE,Male,4.1,217
,,Rahul Khanna,CoB (NBS),Male,3.88,217
,,Emma Thompson,NIE,Female,4.01,217
,,Ronin Smith,CEE,Male,4.26,217
,,Pei Li,CCEB,Female,4.18,217
,,Julian Li,MAE,Male,4.1,218
,,Tu Le,EEE,Female,4.03,218
,,Ella Rodriguez,SSS,Female,4.01,218
,,Tuan Nguyen,EEE,Male,4.26,218
,,Katherine Morales,CCDS,Female,4.18,218
,,Shinji Saito,EEE,Male,4.1,219
,,Sabrina Chen,MAE,Female,4.03,219
